"Pipeline","TestSet","SampleName","AnalyticTruthLabel","PerformanceTotalCount","TotalCountsOverall","PerformancePercent"
"MMARC","Soil","SRR1238379","Trimethoprim",1755,10111,17.3573335970725
"MMARC-assembled","Soil","SRR1238379","Trimethoprim",19992.1047619003,268263.999999987,7.45239941322774
"Resfams","Soil","SRR1238379","Trimethoprim",1512,42959.9999999976,3.5195530726259
"MMARC","Soil","SRR1238380","Phenicol",60368,62282,96.9268809607912
"MMARC-assembled","Soil","SRR1238380","Phenicol",249575.049999918,460218.999999918,54.2296276337923
"Resfams","Soil","SRR1238380","Phenicol",1791.71190476216,114387.99999987,1.56634603696558
"MMARC-assembled","Soil","SRR1238381","beta-lactams",0,1413819,0
"MMARC-assembled","Soil","SRR1238382","Glycopeptides",71829.6262625735,118861.999999948,60.4311102476866
"Resfams","Soil","SRR1238382","Glycopeptides",26821.0000000255,35499.0000000255,75.5542409645518
"MMARC","Soil","SRR1238383","beta-lactams",7854465.00008163,7854465.00008163,100
"MMARC-assembled","Soil","SRR1238383","beta-lactams",18327958.0061692,18339387.0061692,99.9376805778941
"Resfams","Soil","SRR1238383","beta-lactams",840768.000000472,858967.000000472,97.8812922964456
"MMARC","Soil","SRR1238384","Tetracyclines",4074,4127,98.7157741700994
"MMARC-assembled","Soil","SRR1238384","Tetracyclines",91360.9920939166,97831.9999998993,93.3855917225557
"Resfams","Soil","SRR1238384","Tetracyclines",3060.60467032969,26539.0000000007,11.5324792581846
"MMARC","Soil","SRR1238385","Tetracyclines",473.999999999998,473.999999999998,100
"MMARC-assembled","Soil","SRR1238385","Tetracyclines",2280.44999999993,8280.99999999993,27.5383407800984
"Resfams","Soil","SRR1238385","Tetracyclines",5336.06666666615,11471.9999999986,46.5138307763841
"MMARC","Soil","SRR1238386","Trimethoprim",36719,36719,100
"MMARC-assembled","Soil","SRR1238386","Trimethoprim",294635.000000556,311803.000000556,94.4939593268925
"Resfams","Soil","SRR1238386","Trimethoprim",15361,55972,27.4440791824484
"MMARC","Soil","SRR1238387","Trimethoprim",5955,6791,87.6895891621263
"MMARC-assembled","Soil","SRR1238387","Trimethoprim",292324.500000811,436750.000000812,66.9317687464837
"Resfams","Soil","SRR1238387","Trimethoprim",122826,180250,68.1420249653259
"Alignment","Pediatric","SRR961689","beta-lactams",128636,128879,99.8114510509858
"MMARC","Pediatric","SRR961689","beta-lactams",103006.608333333,130794.000000004,78.7548422200787
"MMARC-assembled","Pediatric","SRR961689","beta-lactams",270030.493467834,503197.000000216,53.6629776146753
"Resfams","Pediatric","SRR961689","beta-lactams",81284.8000000381,121720.000000039,66.7801511666217
"Alignment","Pediatric","SRR961690","Phenicol",15216,23376,65.0924024640657
"MMARC","Pediatric","SRR961690","Phenicol",28042.616666671,52211.0000000043,53.7101696322014
"MMARC-assembled","Pediatric","SRR961690","Phenicol",44118.4003968657,115843.000000041,38.0846493934463
"Resfams","Pediatric","SRR961690","Phenicol",4561.52142857211,30812.0000000134,14.804366573316
"Alignment","Pediatric","SRR961691","beta-lactams",49794,50032,99.5243044451551
"MMARC","Pediatric","SRR961691","beta-lactams",49161.6666666667,53469,91.9442418348327
"MMARC-assembled","Pediatric","SRR961691","beta-lactams",99979.0959162101,109845.999999772,91.0175117131414
"Resfams","Pediatric","SRR961691","beta-lactams",22150.4999999982,23658.9999999982,93.6239908702814
"Alignment","Pediatric","SRR961692","Glycopeptides",0,1263,0
"MMARC","Pediatric","SRR961692","Glycopeptides",133928.00000003,145123.00000003,92.2858540686193
"MMARC-assembled","Pediatric","SRR961692","Glycopeptides",1563815.3500001,1927511.00000008,81.1313320650329
"Resfams","Pediatric","SRR961692","Glycopeptides",655147.583332464,778203.999999128,84.1871261691276
"Alignment","Pediatric","SRR961693","beta-lactams",225373,225505,99.9414647125341
"MMARC","Pediatric","SRR961693","beta-lactams",193429.583333333,196200,98.587962962963
"MMARC-assembled","Pediatric","SRR961693","beta-lactams",357282.833367764,521857.000000734,68.463742628203
"Resfams","Pediatric","SRR961693","beta-lactams",68887.7500002492,82629.0000002498,83.3699427562248
"Alignment","Pediatric","SRR961694","Aminoglycosides",185,1458,12.6886145404664
"MMARC","Pediatric","SRR961694","Aminoglycosides",16945.25,23991,70.6316952190405
"MMARC-assembled","Pediatric","SRR961694","Aminoglycosides",77107.5335418954,111635.999999983,69.0704911873474
"Resfams","Pediatric","SRR961694","Aminoglycosides",1249,10171.9999999998,12.2788045615417
"Alignment","Pediatric","SRR961695","beta-lactams",338074,357241,94.6347143804882
"MMARC","Pediatric","SRR961695","beta-lactams",239561.616666667,269842,88.7784765405929
"MMARC-assembled","Pediatric","SRR961695","beta-lactams",634129.482590263,953282.000000755,66.5206604750495
"Resfams","Pediatric","SRR961695","beta-lactams",185839.966667313,221619.000000646,83.8556110562595
"Alignment","Pediatric","SRR961696","beta-lactams",96598,119828,80.6138798945155
"MMARC","Pediatric","SRR961696","beta-lactams",82763.2404761904,121174,68.3011541058234
"MMARC-assembled","Pediatric","SRR961696","beta-lactams",198380.404198367,406840.999999882,48.7611632550368
"Resfams","Pediatric","SRR961696","beta-lactams",45182.9499999876,81195.9999999878,55.6467683137031
"Alignment","Pediatric","SRR961697","beta-lactams",14101,15711,89.7524027751257
"MMARC","Pediatric","SRR961697","beta-lactams",33339.15,35533,93.8258801677313
"MMARC-assembled","Pediatric","SRR961697","beta-lactams",136716.983333159,163731.999999835,83.500466208986
"Resfams","Pediatric","SRR961697","beta-lactams",30899.7499999701,31169.9999999701,99.1329804298997
"Alignment","Pediatric","SRR961698","Tetracyclines",96355,98570,97.752865983565
"MMARC","Pediatric","SRR961698","Tetracyclines",151538.855879941,167408.99999971,90.5201368386427
"MMARC-assembled","Pediatric","SRR961698","Tetracyclines",219426.998809392,290024.999999871,75.6579601101593
"Resfams","Pediatric","SRR961698","Tetracyclines",10587.8288045288,24895.9999999996,42.5282326660065
"Alignment","Pediatric","SRR961699","Trimethoprim",3196,3965,80.6052963430013
"MMARC","Pediatric","SRR961699","Trimethoprim",25226.1666666667,29830,84.5664320035758
"MMARC-assembled","Pediatric","SRR961699","Trimethoprim",310511.030952328,323897.999999947,95.8669182743886
"Resfams","Pediatric","SRR961699","Trimethoprim",26868,35449,75.7933933256228
"Alignment","Pediatric","SRR961700","Trimethoprim",499,1213,41.1376751854905
"MMARC","Pediatric","SRR961700","Trimethoprim",89795.0750000002,91490.0000000002,98.1474204831129
"MMARC-assembled","Pediatric","SRR961700","Trimethoprim",659348.91428775,719748.000002037,91.6083010006119
"Resfams","Pediatric","SRR961700","Trimethoprim",54098,119877,45.1279227875238
"Alignment","Pediatric","SRR961701","Phenicol",130,15400,0.844155844155844
"MMARC","Pediatric","SRR961701","Phenicol",443.74358974359,25117.9999999998,1.76663583781986
"MMARC-assembled","Pediatric","SRR961701","Phenicol",2912.3134920635,117402.000000006,2.48063362810118
"Resfams","Pediatric","SRR961701","Phenicol",125.314285714286,26993.0000000018,0.464247344549614
"Alignment","Pediatric","SRR961702","Glycopeptides",0,1919,0
"MMARC","Pediatric","SRR961702","Glycopeptides",320280.691667622,327002.000000955,97.9445665979677
"MMARC-assembled","Pediatric","SRR961702","Glycopeptides",2224127.05473504,2931672.99997272,75.8654548019419
"Resfams","Pediatric","SRR961702","Glycopeptides",902931.833317008,1075393.99998368,83.9628855406219
"Alignment","Pediatric","SRR961703","Aminoglycosides",187796,188578,99.5853174813605
"MMARC","Pediatric","SRR961703","Aminoglycosides",163330.000000003,170407.000000003,95.8470015903103
"MMARC-assembled","Pediatric","SRR961703","Aminoglycosides",243563.943995825,276474.000000209,88.0965096159641
"Resfams","Pediatric","SRR961703","Aminoglycosides",4975,7464.99999999998,66.6443402545212
"Alignment","Pediatric","SRR961704","beta-lactams",51797,57112,90.6937246112901
"MMARC","Pediatric","SRR961704","beta-lactams",68673.750000004,76028.0000000041,90.3269190298315
"MMARC-assembled","Pediatric","SRR961704","beta-lactams",132232.615841566,186003.999999315,71.0912753715259
"Resfams","Pediatric","SRR961704","beta-lactams",705.333333333339,17546.0000000003,4.01990957103229
"Alignment","Pediatric","SRR961705","Tetracyclines",52991,53277,99.4631829870301
"MMARC","Pediatric","SRR961705","Tetracyclines",74701.6059523245,79138.9999999436,94.3929111466884
"MMARC-assembled","Pediatric","SRR961705","Tetracyclines",109430.647008366,148923.999999819,73.4808674280163
"Resfams","Pediatric","SRR961705","Tetracyclines",4823.48993506493,35838.9999999999,13.4587737801416
"Alignment","Pediatric","SRR961706","Trimethoprim",2320,2486,93.3226065969429
"MMARC","Pediatric","SRR961706","Trimethoprim",21370.75,22941,93.1552678610348
"MMARC-assembled","Pediatric","SRR961706","Trimethoprim",215923.038095135,240752.999999896,89.6865410172366
"Resfams","Pediatric","SRR961706","Trimethoprim",16562,18427,89.8789819286916
"Alignment","Pediatric","SRR961707","Trimethoprim",22780,24033,94.7863354554155
"MMARC","Pediatric","SRR961707","Trimethoprim",67008.5,70923,94.4806339269348
"MMARC-assembled","Pediatric","SRR961707","Trimethoprim",937656.404763025,1864103.00000086,50.300675700999
"Resfams","Pediatric","SRR961707","Trimethoprim",136519,155288,87.9134253773635
"Alignment","Pediatric","SRR961708","beta-lactams",8425,8509,99.0128099659184
"MMARC","Pediatric","SRR961708","beta-lactams",8137.06666666667,10246,79.4170082633874
"MMARC-assembled","Pediatric","SRR961708","beta-lactams",18986.7715229257,31295.0000000072,60.6703036361124
"Resfams","Pediatric","SRR961708","beta-lactams",4910.89999999977,7597.99999999969,64.6341142405892
"Alignment","Pediatric","SRR961709","beta-lactams",31778,31826,99.8491799157921
"MMARC","Pediatric","SRR961709","beta-lactams",26920.5833333333,28346,94.971365742374
"MMARC-assembled","Pediatric","SRR961709","beta-lactams",67127.7629703601,70287.0000001002,95.5052327888008
"Resfams","Pediatric","SRR961709","beta-lactams",13164.0000000014,16152.0000000014,81.5007429420522
"Alignment","Pediatric","SRR961710","Glycopeptides",0,946,0
"MMARC","Pediatric","SRR961710","Glycopeptides",194968.491666606,203127.99999994,95.9830706090072
"MMARC-assembled","Pediatric","SRR961710","Glycopeptides",1898370.3845077,1994557.99998389,95.1774971960222
"Resfams","Pediatric","SRR961710","Glycopeptides",933154.049995661,1017855.99999566,91.6783955686892
"Alignment","Pediatric","SRR961711","beta-lactams",530856,531008,99.9713751958539
"MMARC","Pediatric","SRR961711","beta-lactams",319414,320012,99.8131320075497
"MMARC-assembled","Pediatric","SRR961711","beta-lactams",78777.0395881894,478132.999999907,16.475967897678
"Resfams","Pediatric","SRR961711","beta-lactams",72.0000000000001,134259.99999995,0.0536272903322115
"Alignment","Pediatric","SRR961712","Aminoglycosides",7400,8798,84.1100250056831
"MMARC","Pediatric","SRR961712","Aminoglycosides",10724.2738095238,18767,57.1443161374956
"MMARC-assembled","Pediatric","SRR961712","Aminoglycosides",25326.5897085106,41828.0000000008,60.5493681469594
"Resfams","Pediatric","SRR961712","Aminoglycosides",2284.49999999998,9830.99999999918,23.2377174244754
"Alignment","Pediatric","SRR961713","beta-lactams",2006722,2012023,99.7365338268996
"MMARC","Pediatric","SRR961713","beta-lactams",1460973.9412698,1729043.00000068,84.4961022524727
"MMARC-assembled","Pediatric","SRR961713","beta-lactams",3347935.94846938,5033530.99991386,66.512671691635
"Resfams","Pediatric","SRR961713","beta-lactams",283939.83333816,418177.000004742,67.8994381170988
"Alignment","Pediatric","SRR961714","beta-lactams",22750,23096,98.5019050917908
"MMARC","Pediatric","SRR961714","beta-lactams",21018.4166666667,24932,84.3029707470988
"MMARC-assembled","Pediatric","SRR961714","beta-lactams",51907.8080253723,88115.0000000819,58.9091619194508
"Resfams","Pediatric","SRR961714","beta-lactams",24628.5499999795,25364.9999999795,97.0965897890771
"Alignment","Pediatric","SRR961715","beta-lactams",2465,14828,16.6239546803345
"MMARC","Pediatric","SRR961715","beta-lactams",147177.8,173294.999999997,84.9290516171859
"MMARC-assembled","Pediatric","SRR961715","beta-lactams",843400.825131727,988260.000015525,85.3419975632403
"Resfams","Pediatric","SRR961715","beta-lactams",142703.999999899,200255.999999905,71.2607861936558
"Alignment","Pediatric","SRR961716","Trimethoprim",16045,18940,84.714889123548
"MMARC","Pediatric","SRR961716","Trimethoprim",284318.342857143,292733,97.125483924649
"MMARC-assembled","Pediatric","SRR961716","Trimethoprim",2489316.54403459,2626583.99998699,94.7739171504477
"Resfams","Pediatric","SRR961716","Trimethoprim",305606,430840.999999996,70.9324321501442
"Alignment","Pediatric","SRR961717","Trimethoprim",11334,12916,87.7516258903685
"MMARC","Pediatric","SRR961717","Trimethoprim",285757.416666667,292309,97.758678886612
"MMARC-assembled","Pediatric","SRR961717","Trimethoprim",1854469.76071333,1944151.99999904,95.3870767673641
"Resfams","Pediatric","SRR961717","Trimethoprim",170795,245900.000000001,69.4570963806423
"Alignment","Pediatric","SRR961718","Phenicol",31,227,13.6563876651982
"MMARC","Pediatric","SRR961718","Phenicol",14050.9999999999,16898.9999999999,83.1469317711106
"MMARC-assembled","Pediatric","SRR961718","Phenicol",187848.38080769,206427.999999609,90.9994675179945
"Resfams","Pediatric","SRR961718","Phenicol",23032,26936,85.5063855063855
"Alignment","Pediatric","SRR961719","Glycopeptides",0,807,0
"MMARC","Pediatric","SRR961719","Glycopeptides",112159.166666701,119775.000000035,93.6415501287154
"MMARC-assembled","Pediatric","SRR961719","Glycopeptides",1429287.8470718,1658088.99999391,86.20091244059
"Resfams","Pediatric","SRR961719","Glycopeptides",723252.999994455,754025.999994455,95.9188409948428
"Alignment","Pediatric","SRR961720","beta-lactams",842,1067,78.912839737582
"MMARC","Pediatric","SRR961720","beta-lactams",66175.5000000035,68177.0000000035,97.0642592076508
"MMARC-assembled","Pediatric","SRR961720","beta-lactams",248514.183658681,294012.000000738,84.5251838897928
"Resfams","Pediatric","SRR961720","beta-lactams",2038.99999999998,15322.9999999998,13.3067937088038
"Alignment","Pediatric","SRR961721","beta-lactams",354,597,59.2964824120603
"MMARC","Pediatric","SRR961721","beta-lactams",3391.25,6551,51.7669058159059
"MMARC-assembled","Pediatric","SRR961721","beta-lactams",9754.66001674121,24767.0000000036,39.3857149301078
"Resfams","Pediatric","SRR961721","beta-lactams",497.999999999998,5761.99999999989,8.64283234987865
"Alignment","Pediatric","SRR961722","beta-lactams",160,184,86.9565217391304
"MMARC","Pediatric","SRR961722","beta-lactams",944.250000000001,2864,32.969622905028
"MMARC-assembled","Pediatric","SRR961722","beta-lactams",2540.51566269982,8468.99999999992,29.9978233876473
"Resfams","Pediatric","SRR961722","beta-lactams",129,1611,8.00744878957168
"Alignment","Pediatric","SRR961723","Tetracyclines",64499,64835,99.4817613943086
"MMARC","Pediatric","SRR961723","Tetracyclines",102006.027777773,105637.999999995,96.5618695713452
"MMARC-assembled","Pediatric","SRR961723","Tetracyclines",135787.36309515,151979.999999912,89.3455475031117
"Resfams","Pediatric","SRR961723","Tetracyclines",8312.5,12302,67.5703137701187
"Alignment","Pediatric","SRR961724","Tetracyclines",613366,614993,99.7354441432667
"MMARC","Pediatric","SRR961724","Tetracyclines",459683.920238095,476386,96.4940028124452
"MMARC-assembled","Pediatric","SRR961724","Tetracyclines",868016.191865062,1090692.99999999,79.5839151681612
"Resfams","Pediatric","SRR961724","Tetracyclines",122514.052813853,169099.000000001,72.4510806177757
"Alignment","Pediatric","SRR961725","Trimethoprim",140,170,82.3529411764706
"MMARC","Pediatric","SRR961725","Trimethoprim",13537,14146,95.6948960836986
"MMARC-assembled","Pediatric","SRR961725","Trimethoprim",106692.885714221,114146.999999936,93.4697238773525
"Resfams","Pediatric","SRR961725","Trimethoprim",7522,8191,91.8324990843609
"Alignment","Pediatric","SRR961726","Trimethoprim",76,596,12.751677852349
"MMARC","Pediatric","SRR961726","Trimethoprim",64355.4999999998,65603.9999999998,98.0969148222669
"MMARC-assembled","Pediatric","SRR961726","Trimethoprim",490149.166667896,536288.00000123,91.3966314119973
"Resfams","Pediatric","SRR961726","Trimethoprim",86764,134617,64.4524837130526
"Alignment","Pediatric","SRR961727","Phenicol",57,6694,0.851508813863161
"MMARC","Pediatric","SRR961727","Phenicol",8011.49999999997,73991.000000001,10.8276682299197
"MMARC-assembled","Pediatric","SRR961727","Phenicol",10722.4523809527,114450.999999936,9.36859650064981
"Resfams","Pediatric","SRR961727","Phenicol",937.742857142857,48392.9999999953,1.93776549737141
"Alignment","Pediatric","SRR961728","Glycopeptides",0,471,0
"MMARC","Pediatric","SRR961728","Glycopeptides",68650.6666666666,70117,97.9087334978203
"MMARC-assembled","Pediatric","SRR961728","Glycopeptides",638085.061401613,741668.00000191,86.0337861954364
"Resfams","Pediatric","SRR961728","Glycopeptides",301257.000001424,336785.000001424,89.4508365871848
"Alignment","Pediatric","SRR961729","beta-lactams",564,25750,2.19029126213592
"MMARC","Pediatric","SRR961729","beta-lactams",1233.32380952381,37467,3.29176024107563
"MMARC-assembled","Pediatric","SRR961729","beta-lactams",58405.4405460858,134526.999999928,43.4154040052311
"Resfams","Pediatric","SRR961729","beta-lactams",39930.3333333333,64218.9999999996,62.1783791920359
"Alignment","Pediatric","SRR961730","Tetracyclines",3536,4326,81.7383263985206
"MMARC","Pediatric","SRR961730","Tetracyclines",6933.5761904759,10291.9999999997,67.3685988192392
"MMARC-assembled","Pediatric","SRR961730","Tetracyclines",8451.88809523745,15118.9999999994,55.9024280391413
"Resfams","Pediatric","SRR961730","Tetracyclines",208.5,7552.99999999998,2.76049251952867
"Alignment","Pediatric","SRR961731","Trimethoprim",0,41,0
"MMARC","Pediatric","SRR961731","Trimethoprim",14904.1666666667,16396,90.9012360738392
"MMARC-assembled","Pediatric","SRR961731","Trimethoprim",190965.766666586,205228.999999919,93.0500887626314
"Resfams","Pediatric","SRR961731","Trimethoprim",21664,27752,78.0628423176708
"Alignment","Pediatric","SRR961732","Trimethoprim",85,2474,3.4357316087308
"MMARC","Pediatric","SRR961732","Trimethoprim",87755.7,94482,92.8808661967359
"MMARC-assembled","Pediatric","SRR961732","Trimethoprim",710943.095235133,754036.99999704,94.2849084644287
"Resfams","Pediatric","SRR961732","Trimethoprim",150699,177165.999999999,85.0609033335973
"Alignment","Pediatric","SRR961733","Phenicol",2946,3490,84.4126074498567
"MMARC","Pediatric","SRR961733","Phenicol",9082.54999999961,14371.9999999996,63.1961452824928
"MMARC-assembled","Pediatric","SRR961733","Phenicol",12781.4999999993,49773.0000000057,25.6795853173364
"Resfams","Pediatric","SRR961733","Phenicol",740,3386.99999999999,21.8482432831415
"Alignment","Pediatric","SRR961734","beta-lactams",488,4393,11.1085818347371
"MMARC","Pediatric","SRR961734","beta-lactams",930442.135007504,980259,94.9179895321037
"MMARC-assembled","Pediatric","SRR961734","beta-lactams",3409024.75160883,3724852.00015957,91.5210792660432
"Resfams","Pediatric","SRR961734","beta-lactams",691004.849996174,807547.999996153,85.5682696260118
"Alignment","Pediatric","SRR961735","Aminoglycosides",98276,98451,99.8222465998314
"MMARC","Pediatric","SRR961735","Aminoglycosides",162644.999999974,165017.999999974,98.5619750572663
"MMARC-assembled","Pediatric","SRR961735","Aminoglycosides",232773.450501482,238404.000000171,97.6382319513575
"Resfams","Pediatric","SRR961735","Aminoglycosides",3401.00000000019,29275.0000000002,11.6174210076863
"Alignment","Pediatric","SRR961736","beta-lactams",7769,8246,94.2153771525588
"MMARC","Pediatric","SRR961736","beta-lactams",13226.6071428566,22381.9999999994,59.0948402415195
"MMARC-assembled","Pediatric","SRR961736","beta-lactams",38996.696502,92642.9999999954,42.0935165117731
"Resfams","Pediatric","SRR961736","beta-lactams",6215.9999999999,27119.0000000004,22.9211991592603
"Alignment","Pediatric","SRR961737","Tetracyclines",65407,65573,99.7468470254526
"MMARC","Pediatric","SRR961737","Tetracyclines",94217.924603077,96654.9999999024,97.4785832116002
"MMARC-assembled","Pediatric","SRR961737","Tetracyclines",124412.849206094,135857.999999745,91.5756519353498
"Resfams","Pediatric","SRR961737","Tetracyclines",6954.73333333297,10312.9999999996,67.4365687320204
"Alignment","Pediatric","SRR961738","Trimethoprim",346,467,74.0899357601713
"MMARC","Pediatric","SRR961738","Trimethoprim",23085.4761904762,24988,92.3862501619825
"MMARC-assembled","Pediatric","SRR961738","Trimethoprim",163667.742856979,183508.999999836,89.1878561035837
"Resfams","Pediatric","SRR961738","Trimethoprim",15588,17085,91.2379280070237
"Alignment","Pediatric","SRR961739","Trimethoprim",1824,2626,69.4592536176695
"MMARC","Pediatric","SRR961739","Trimethoprim",48986.2428571429,52424,93.4423982472586
"MMARC-assembled","Pediatric","SRR961739","Trimethoprim",422725.500000659,712631.000000653,59.3189883684925
"Resfams","Pediatric","SRR961739","Trimethoprim",34906,47356.9999999997,73.7082163143784
"Alignment","Pediatric","SRR961740","Phenicol",2698,2816,95.8096590909091
"MMARC","Pediatric","SRR961740","Phenicol",6880.49999999998,9127.99999999998,75.3779579316388
"MMARC-assembled","Pediatric","SRR961740","Phenicol",10565.6166666667,21352,49.483030473336
"Resfams","Pediatric","SRR961740","Phenicol",507,1840.00000000002,27.5543478260866
"Alignment","Pediatric","SRR961741","Glycopeptides",0,1151,0
"MMARC","Pediatric","SRR961741","Glycopeptides",208424.899999636,213113.999999636,97.7997222143979
"MMARC-assembled","Pediatric","SRR961741","Glycopeptides",1346313.39967239,1613380.99999635,83.4467121947905
"Resfams","Pediatric","SRR961741","Glycopeptides",631928.999999251,696297.999999252,90.7555385768637
"Alignment","Pediatric","SRR961742","beta-lactams",1372,2052,66.8615984405458
"MMARC","Pediatric","SRR961742","beta-lactams",4051.58202689087,26555.9999999998,15.2567481054786
"MMARC-assembled","Pediatric","SRR961742","beta-lactams",43180.7481843334,303530.000000009,14.2261879169545
"Resfams","Pediatric","SRR961742","beta-lactams",6396.00000000001,72983.9999999982,8.76356461690255
"Alignment","Pediatric","SRR961743","Tetracyclines",50019,50181,99.6771686494888
"MMARC","Pediatric","SRR961743","Tetracyclines",80371.0321427789,83349.9999999217,96.4259533807491
"MMARC-assembled","Pediatric","SRR961743","Tetracyclines",101865.574603057,121922.999999883,83.5491044373541
"Resfams","Pediatric","SRR961743","Tetracyclines",3390.5,8462.99999999999,40.0626255464965
"Alignment","Pediatric","SRR961744","Trimethoprim",11,42,26.1904761904762
"MMARC","Pediatric","SRR961744","Trimethoprim",2861,3144,90.998727735369
"MMARC-assembled","Pediatric","SRR961744","Trimethoprim",30872.4119047682,33456.0000000063,92.2776539477594
"Resfams","Pediatric","SRR961744","Trimethoprim",2235,2839,78.7249031349067
"Alignment","Pediatric","SRR961745","Trimethoprim",21,140,15
"MMARC","Pediatric","SRR961745","Trimethoprim",2831,4296,65.8985102420857
"MMARC-assembled","Pediatric","SRR961745","Trimethoprim",28304.0000000042,33877.0000000042,83.5493107418032
"Resfams","Pediatric","SRR961745","Trimethoprim",834,1224,68.1372549019608
"Alignment","Pediatric","SRR961746","beta-lactams",822,841,97.7407847800238
"MMARC","Pediatric","SRR961746","beta-lactams",9146.89999999986,10512.9999999999,87.0056120993054
"MMARC-assembled","Pediatric","SRR961746","beta-lactams",19052.8469669373,29389.0000000152,64.8298579976436
"Resfams","Pediatric","SRR961746","beta-lactams",1767.49999999995,2646.99999999995,66.7737060823567
"Alignment","Pediatric","SRR961747","Phenicol",3126,3220,97.0807453416149
"MMARC","Pediatric","SRR961747","Phenicol",8183.93333333328,9621.99999999994,85.0543892468647
"MMARC-assembled","Pediatric","SRR961747","Phenicol",12465.0353174586,22095.9999999983,56.4130852528042
"Resfams","Pediatric","SRR961747","Phenicol",1473,1650,89.2727272727273
"Alignment","Pediatric","SRR961748","beta-lactams",510,1185,43.0379746835443
"MMARC","Pediatric","SRR961748","beta-lactams",30180.75,36107,83.5869775943723
"MMARC-assembled","Pediatric","SRR961748","beta-lactams",79364.9947150906,114256.99999999,69.4618226586534
"Resfams","Pediatric","SRR961748","beta-lactams",20419.0000000057,26426.0000000058,77.2685991069449
"Alignment","Pediatric","SRR961749","Glycopeptides",0,484,0
"MMARC","Pediatric","SRR961749","Glycopeptides",112200.650000066,113771.000000066,98.61972734704
"MMARC-assembled","Pediatric","SRR961749","Glycopeptides",1192971.57340923,1313400.99999657,90.8307191339391
"Resfams","Pediatric","SRR961749","Glycopeptides",623602.333333086,655540.999999753,95.127891822681
"Alignment","Pediatric","SRR961750","beta-lactams",6768,7129,94.9361761817927
"MMARC","Pediatric","SRR961750","beta-lactams",6953.99999999999,11911,58.3830073041726
"MMARC-assembled","Pediatric","SRR961750","beta-lactams",21692.559516089,55787.0000000024,38.8846138277521
"Resfams","Pediatric","SRR961750","beta-lactams",6071.9999999991,9838.99999999917,61.7135887793435
"Alignment","Pediatric","SRR961751","Aminoglycosides",7531,7576,99.4060190073918
"MMARC","Pediatric","SRR961751","Aminoglycosides",13520.0785714286,14217,95.0979712416725
"MMARC-assembled","Pediatric","SRR961751","Aminoglycosides",28057.7638888907,28682.0000000018,97.8235962934556
"Resfams","Pediatric","SRR961751","Aminoglycosides",5047.00000000001,5489.00000000001,91.9475314264894
"Alignment","Pediatric","SRR961752","beta-lactams",56788,56892,99.8171974970119
"MMARC","Pediatric","SRR961752","beta-lactams",285249.166666627,294131.999999961,96.9799840434449
"MMARC-assembled","Pediatric","SRR961752","beta-lactams",777602.279727382,939567.000015205,82.7617700190404
"Resfams","Pediatric","SRR961752","beta-lactams",136652.999999779,154348.999999779,88.5350731135124
"Alignment","Pediatric","SRR961753","beta-lactams",6490,6761,95.9917172015974
"MMARC","Pediatric","SRR961753","beta-lactams",7392.61486870113,20446,36.1567781898715
"MMARC-assembled","Pediatric","SRR961753","beta-lactams",28871.054432913,124980.000000009,23.1005396326699
"Resfams","Pediatric","SRR961753","beta-lactams",5174.33333333326,32422.0000000034,15.9593280282916
"Alignment","Pediatric","SRR961754","Tetracyclines",23317,23486,99.2804223792898
"MMARC","Pediatric","SRR961754","Tetracyclines",36617.9924603258,38896.0000000083,94.1433372591474
"MMARC-assembled","Pediatric","SRR961754","Tetracyclines",49011.2666666995,55121.0000000328,88.9157792251053
"Resfams","Pediatric","SRR961754","Tetracyclines",4779,5166,92.5087108013937
"Alignment","Pediatric","SRR961755","Tetracyclines",45571,45745,99.619630560717
"MMARC","Pediatric","SRR961755","Tetracyclines",48462.2642857143,50556,95.8585811490511
"MMARC-assembled","Pediatric","SRR961755","Tetracyclines",64814.8499999998,80922.9999999999,80.0944725232627
"Resfams","Pediatric","SRR961755","Tetracyclines",11826,12597,93.8794951178852
"Alignment","Pediatric","SRR961756","Trimethoprim",671,730,91.9178082191781
"MMARC","Pediatric","SRR961756","Trimethoprim",2407,2779,86.6138898884491
"MMARC-assembled","Pediatric","SRR961756","Trimethoprim",22212.3595238103,23669.0000000007,93.8457878398309
"Resfams","Pediatric","SRR961756","Trimethoprim",2770,3214,86.1854387056627
"Alignment","Pediatric","SRR961757","Trimethoprim",434,478,90.7949790794979
"MMARC","Pediatric","SRR961757","Trimethoprim",6529.5,7173,91.0288582183187
"MMARC-assembled","Pediatric","SRR961757","Trimethoprim",61411.9000000061,67414.000000006,91.0966564808506
"Resfams","Pediatric","SRR961757","Trimethoprim",6743,10909,61.8113484279036
"Alignment","Pediatric","SRR961758","Phenicol",0,1251,0
"MMARC","Pediatric","SRR961758","Phenicol",335,4836.99999999999,6.925780442423
"MMARC-assembled","Pediatric","SRR961758","Phenicol",1829.99999999997,14592.9999999999,12.5402590283011
"Resfams","Pediatric","SRR961758","Phenicol",793.819047619046,4674,16.9837194612547
"Alignment","Pediatric","SRR961759","Glycopeptides",0,2497,0
"MMARC","Pediatric","SRR961759","Glycopeptides",117645.833333349,124312.000000015,94.6375517515076
"MMARC-assembled","Pediatric","SRR961759","Glycopeptides",556664.509129904,631875.000002928,88.0972516917625
